weather_key,temperature,dew_point,humidity,wind_speed,wind_direction_degrees,wind_direction,visibility,pressure,weather_condition,fog,rain,snow,hail,thunder,tornado,weather_date,weather_time
2015/12/31 00:15:00,46.0,43.0,89.0,4.6,40,NE,2.5,30.07,Light Rain,No,Yes,No,No,No,No,2015/12/31,00:15:00
2015/12/31 00:42:00,46.0,43.0,89.0,4.6,0,Variable,4.0,30.06,Overcast,No,No,No,No,No,No,2015/12/31,00:42:00
2015/12/31 00:51:00,46.0,43.0,89.0,3.5,20,NNE,5.0,30.04,Overcast,No,No,No,No,No,No,2015/12/31,00:51:00
2015/12/31 01:51:00,45.0,42.1,90.0,4.6,0,Variable,8.0,30.02,Overcast,No,No,No,No,No,No,2015/12/31,01:51:00
2015/12/31 02:51:00,45.0,42.1,90.0,0.0,0,North,8.0,30.03,Overcast,No,No,No,No,No,No,2015/12/31,02:51:00
2015/12/31 03:28:00,44.1,41.0,89.0,4.6,300,WNW,8.0,30.04,Overcast,No,No,No,No,No,No,2015/12/31,03:28:00
2015/12/31 03:40:00,45.0,41.0,86.0,0.0,0,North,8.0,30.03,Overcast,No,No,No,No,No,No,2015/12/31,03:40:00
2015/12/31 03:51:00,45.0,41.0,86.0,4.6,310,NW,9.0,30.0,Overcast,No,No,No,No,No,No,2015/12/31,03:51:00
2015/12/31 04:22:00,45.0,41.0,86.0,3.5,280,West,9.0,30.03,Overcast,No,No,No,No,No,No,2015/12/31,04:22:00
2015/12/31 04:51:00,45.0,42.1,90.0,3.5,270,West,7.0,30.01,Overcast,No,No,No,No,No,No,2015/12/31,04:51:00
2015/12/31 05:14:00,45.0,41.0,86.0,0.0,0,North,8.0,30.04,Scattered Clouds,No,No,No,No,No,No,2015/12/31,05:14:00
2015/12/31 05:51:00,46.0,42.1,86.0,3.5,0,Variable,10.0,30.02,Clear,No,No,No,No,No,No,2015/12/31,05:51:00
2015/12/31 06:51:00,46.0,42.1,86.0,4.6,0,Variable,10.0,30.03,Clear,No,No,No,No,No,No,2015/12/31,06:51:00
2015/12/31 07:14:00,46.0,42.1,86.0,4.6,270,West,9.0,30.07,Mostly Cloudy,No,No,No,No,No,No,2015/12/31,07:14:00
2015/12/31 07:28:00,46.9,42.1,83.0,4.6,290,WNW,10.0,30.07,Overcast,No,No,No,No,No,No,2015/12/31,07:28:00
2015/12/31 07:51:00,46.9,42.1,83.0,3.5,290,WNW,9.0,30.06,Overcast,No,No,No,No,No,No,2015/12/31,07:51:00
2015/12/31 08:51:00,46.9,41.0,80.0,4.6,0,Variable,10.0,30.08,Clear,No,No,No,No,No,No,2015/12/31,08:51:00
2015/12/31 09:51:00,46.9,37.0,68.0,5.8,300,WNW,10.0,30.09,Overcast,No,No,No,No,No,No,2015/12/31,09:51:00
2015/12/31 10:51:00,46.9,36.0,66.0,10.4,310,NW,10.0,30.09,Overcast,No,No,No,No,No,No,2015/12/31,10:51:00
2015/12/31 11:51:00,46.9,34.0,61.0,9.2,310,NW,10.0,30.06,Overcast,No,No,No,No,No,No,2015/12/31,11:51:00
2015/12/31 12:51:00,46.9,34.0,61.0,5.8,0,Variable,10.0,30.04,Overcast,No,No,No,No,No,No,2015/12/31,12:51:00
2015/12/31 13:51:00,46.9,33.1,59.0,5.8,300,WNW,10.0,30.03,Overcast,No,No,No,No,No,No,2015/12/31,13:51:00
2015/12/31 14:51:00,48.0,33.1,56.0,,0,North,10.0,30.03,Overcast,No,No,No,No,No,No,2015/12/31,14:51:00
2015/12/31 15:51:00,46.9,33.1,59.0,5.8,0,Variable,10.0,30.06,Overcast,No,No,No,No,No,No,2015/12/31,15:51:00
2015/12/31 16:51:00,46.0,30.0,54.0,8.1,290,WNW,10.0,30.06,Overcast,No,No,No,No,No,No,2015/12/31,16:51:00
2015/12/31 17:51:00,46.0,30.9,56.0,4.6,300,WNW,10.0,30.08,Overcast,No,No,No,No,No,No,2015/12/31,17:51:00
2015/12/31 18:51:00,45.0,30.0,56.0,3.5,0,Variable,10.0,30.08,Overcast,No,No,No,No,No,No,2015/12/31,18:51:00
2015/12/31 19:51:00,45.0,28.0,52.0,5.8,0,Variable,10.0,30.09,Overcast,No,No,No,No,No,No,2015/12/31,19:51:00
2015/12/31 20:51:00,44.1,27.0,51.0,10.4,300,WNW,10.0,30.1,Overcast,No,No,No,No,No,No,2015/12/31,20:51:00
2015/12/31 21:51:00,43.0,26.1,51.0,,0,North,10.0,30.09,Overcast,No,No,No,No,No,No,2015/12/31,21:51:00
2015/12/31 22:51:00,42.1,28.0,58.0,6.9,300,WNW,10.0,30.09,Overcast,No,No,No,No,No,No,2015/12/31,22:51:00
2015/12/31 23:51:00,42.1,26.1,53.0,4.6,0,Variable,10.0,30.08,Overcast,No,No,No,No,No,No,2015/12/31,23:51:00
2016/01/01 00:51:00,42.1,25.0,51.0,4.6,0,Variable,10.0,30.06,Overcast,No,No,No,No,No,No,2016/01/01,00:51:00
2016/01/01 01:51:00,41.0,25.0,53.0,3.5,0,Variable,10.0,30.06,Overcast,No,No,No,No,No,No,2016/01/01,01:51:00
2016/01/01 02:51:00,41.0,26.1,55.0,4.6,280,West,10.0,30.06,Overcast,No,No,No,No,No,No,2016/01/01,02:51:00
2016/01/01 03:51:00,41.0,26.1,55.0,9.2,280,West,10.0,30.06,Overcast,No,No,No,No,No,No,2016/01/01,03:51:00
2016/01/01 04:51:00,39.9,26.1,58.0,10.4,270,West,10.0,30.04,Overcast,No,No,No,No,No,No,2016/01/01,04:51:00
2016/01/01 05:51:00,39.9,26.1,58.0,6.9,290,WNW,10.0,30.05,Overcast,No,No,No,No,No,No,2016/01/01,05:51:00
2016/01/01 06:51:00,39.0,26.1,60.0,0.0,0,North,10.0,30.06,Overcast,No,No,No,No,No,No,2016/01/01,06:51:00
2016/01/01 07:51:00,39.0,25.0,57.0,6.9,280,West,10.0,30.05,Overcast,No,No,No,No,No,No,2016/01/01,07:51:00
2016/01/01 08:51:00,39.0,24.1,55.0,6.9,260,West,10.0,30.06,Partly Cloudy,No,No,No,No,No,No,2016/01/01,08:51:00
2016/01/01 09:51:00,39.9,25.0,55.0,4.6,290,WNW,10.0,30.06,Overcast,No,No,No,No,No,No,2016/01/01,09:51:00
2016/01/01 10:51:00,39.9,24.1,53.0,5.8,0,Variable,10.0,30.05,Overcast,No,No,No,No,No,No,2016/01/01,10:51:00
2016/01/01 11:51:00,39.9,23.0,51.0,9.2,270,West,10.0,30.02,Overcast,No,No,No,No,No,No,2016/01/01,11:51:00
2016/01/01 12:51:00,39.9,23.0,51.0,13.8,280,West,10.0,29.99,Overcast,No,No,No,No,No,No,2016/01/01,12:51:00
2016/01/01 13:51:00,39.9,23.0,51.0,6.9,0,Variable,10.0,29.97,Overcast,No,No,No,No,No,No,2016/01/01,13:51:00
2016/01/01 14:51:00,39.0,21.0,49.0,11.5,290,WNW,10.0,29.98,Overcast,No,No,No,No,No,No,2016/01/01,14:51:00
2016/01/01 15:51:00,39.0,19.9,46.0,,0,North,10.0,29.97,Overcast,No,No,No,No,No,No,2016/01/01,15:51:00
2016/01/01 16:51:00,37.9,19.9,48.0,11.5,280,West,10.0,29.97,Clear,No,No,No,No,No,No,2016/01/01,16:51:00
2016/01/01 17:51:00,37.9,19.9,48.0,8.1,300,WNW,10.0,29.99,Clear,No,No,No,No,No,No,2016/01/01,17:51:00
2016/01/01 18:51:00,37.0,19.9,50.0,12.7,290,WNW,10.0,30.0,Partly Cloudy,No,No,No,No,No,No,2016/01/01,18:51:00
2016/01/01 19:51:00,37.0,19.0,48.0,9.2,280,West,10.0,30.02,Clear,No,No,No,No,No,No,2016/01/01,19:51:00
2016/01/01 20:51:00,36.0,19.0,50.0,6.9,290,WNW,10.0,30.03,Clear,No,No,No,No,No,No,2016/01/01,20:51:00
2016/01/01 21:51:00,35.1,19.9,54.0,,0,North,10.0,30.02,Clear,No,No,No,No,No,No,2016/01/01,21:51:00
2016/01/01 22:51:00,35.1,19.0,52.0,5.8,0,Variable,10.0,30.03,Clear,No,No,No,No,No,No,2016/01/01,22:51:00
2016/01/01 23:51:00,35.1,16.0,46.0,9.2,270,West,10.0,30.03,Clear,No,No,No,No,No,No,2016/01/01,23:51:00
2016/01/02 00:51:00,50.0,36.0,59.0,8.1,250,WSW,10.0,29.77,Clear,No,No,No,No,No,No,2016/01/02,00:51:00
2016/01/02 01:51:00,50.0,35.1,57.0,5.8,260,West,10.0,29.75,Clear,No,No,No,No,No,No,2016/01/02,01:51:00
2016/01/02 02:51:00,50.0,36.0,59.0,8.1,250,WSW,10.0,29.74,Clear,No,No,No,No,No,No,2016/01/02,02:51:00
2016/01/02 03:51:00,50.0,35.1,57.0,5.8,0,Variable,10.0,29.73,Clear,No,No,No,No,No,No,2016/01/02,03:51:00
2016/01/02 04:51:00,50.0,36.0,59.0,8.1,260,West,10.0,29.74,Clear,No,No,No,No,No,No,2016/01/02,04:51:00
2016/01/02 05:51:00,50.0,36.0,59.0,6.9,0,Variable,10.0,29.74,Clear,No,No,No,No,No,No,2016/01/02,05:51:00
2016/01/02 06:51:00,48.9,36.0,61.0,5.8,0,Variable,10.0,29.77,Clear,No,No,No,No,No,No,2016/01/02,06:51:00
2016/01/02 07:51:00,50.0,36.0,59.0,8.1,240,WSW,10.0,29.78,Clear,No,No,No,No,No,No,2016/01/02,07:51:00
2016/01/02 08:51:00,51.1,36.0,56.0,5.8,0,Variable,10.0,29.79,Mostly Cloudy,No,No,No,No,No,No,2016/01/02,08:51:00
2016/01/02 09:51:00,52.0,37.0,57.0,6.9,250,WSW,10.0,29.81,Clear,No,No,No,No,No,No,2016/01/02,09:51:00
2016/01/02 10:51:00,55.0,37.0,51.0,5.8,280,West,10.0,29.8,Clear,No,No,No,No,No,No,2016/01/02,10:51:00
2016/01/02 11:51:00,57.0,37.9,49.0,,0,North,10.0,29.81,Clear,No,No,No,No,No,No,2016/01/02,11:51:00
2016/01/02 12:51:00,59.0,39.0,48.0,6.9,0,Variable,10.0,29.79,Partly Cloudy,No,No,No,No,No,No,2016/01/02,12:51:00
2016/01/02 13:51:00,57.9,39.0,49.0,6.9,0,Variable,10.0,29.8,Overcast,No,No,No,No,No,No,2016/01/02,13:51:00
2016/01/02 14:51:00,55.9,37.0,49.0,3.5,0,Variable,10.0,29.83,Overcast,No,No,No,No,No,No,2016/01/02,14:51:00
2016/01/02 15:51:00,53.1,34.0,48.0,6.9,0,Variable,5.0,29.87,Light Rain,No,Yes,No,No,No,No,2016/01/02,15:51:00
2016/01/02 16:51:00,52.0,32.0,47.0,3.5,350,North,10.0,29.88,Overcast,No,No,No,No,No,No,2016/01/02,16:51:00
2016/01/02 17:51:00,52.0,30.0,43.0,3.5,290,WNW,10.0,29.92,Overcast,No,No,No,No,No,No,2016/01/02,17:51:00
2016/01/02 18:51:00,51.1,28.0,41.0,6.9,0,Variable,10.0,29.94,Overcast,No,No,No,No,No,No,2016/01/02,18:51:00
2016/01/02 19:51:00,50.0,28.0,43.0,6.9,0,Variable,10.0,29.97,Scattered Clouds,No,No,No,No,No,No,2016/01/02,19:51:00
2016/01/02 20:51:00,48.0,24.1,39.0,4.6,0,Variable,10.0,30.01,Scattered Clouds,No,No,No,No,No,No,2016/01/02,20:51:00
2016/01/02 21:51:00,46.9,24.1,41.0,0.0,0,North,10.0,30.01,Clear,No,No,No,No,No,No,2016/01/02,21:51:00
2016/01/02 22:51:00,46.0,27.0,47.0,5.8,0,Variable,10.0,30.05,Clear,No,No,No,No,No,No,2016/01/02,22:51:00
2016/01/02 23:51:00,44.1,25.0,47.0,5.8,0,Variable,10.0,30.08,Clear,No,No,No,No,No,No,2016/01/02,23:51:00
2016/01/03 00:51:00,48.0,27.0,44.0,9.2,250,WSW,10.0,29.96,Clear,No,No,No,No,No,No,2016/01/03,00:51:00
2016/01/03 01:51:00,46.0,27.0,47.0,5.8,0,Variable,10.0,29.97,Clear,No,No,No,No,No,No,2016/01/03,01:51:00
2016/01/03 02:51:00,46.9,27.0,46.0,8.1,260,West,10.0,29.99,Clear,No,No,No,No,No,No,2016/01/03,02:51:00
2016/01/03 03:51:00,46.0,27.0,47.0,4.6,0,Variable,10.0,30.04,Overcast,No,No,No,No,No,No,2016/01/03,03:51:00
2016/01/03 04:51:00,42.1,27.0,55.0,3.5,0,Variable,10.0,30.08,Clear,No,No,No,No,No,No,2016/01/03,04:51:00
2016/01/03 05:51:00,41.0,24.1,51.0,8.1,310,NW,10.0,30.11,Clear,No,No,No,No,No,No,2016/01/03,05:51:00
2016/01/03 06:51:00,39.9,21.9,49.0,3.5,0,Variable,10.0,30.13,Clear,No,No,No,No,No,No,2016/01/03,06:51:00
2016/01/03 07:51:00,39.0,21.0,49.0,6.9,10,North,10.0,30.16,Clear,No,No,No,No,No,No,2016/01/03,07:51:00
2016/01/03 08:51:00,39.0,19.0,45.0,5.8,0,Variable,10.0,30.18,Scattered Clouds,No,No,No,No,No,No,2016/01/03,08:51:00
2016/01/03 09:51:00,42.1,15.1,34.0,9.2,40,NE,10.0,30.19,Clear,No,No,No,No,No,No,2016/01/03,09:51:00
2016/01/03 10:51:00,44.1,10.9,26.0,8.1,70,ENE,10.0,30.16,Clear,No,No,No,No,No,No,2016/01/03,10:51:00
2016/01/03 11:51:00,46.9,14.0,27.0,4.6,0,Variable,10.0,30.14,Clear,No,No,No,No,No,No,2016/01/03,11:51:00
2016/01/03 12:51:00,48.9,18.0,29.0,5.8,0,Variable,10.0,30.11,Clear,No,No,No,No,No,No,2016/01/03,12:51:00
2016/01/03 13:51:00,51.1,17.1,26.0,6.9,170,South,10.0,30.09,Clear,No,No,No,No,No,No,2016/01/03,13:51:00
2016/01/03 14:51:00,48.0,24.1,39.0,11.5,180,South,10.0,30.06,Clear,No,No,No,No,No,No,2016/01/03,14:51:00
2016/01/03 15:51:00,46.9,24.1,41.0,10.4,170,South,10.0,30.03,Clear,No,No,No,No,No,No,2016/01/03,15:51:00
2016/01/03 16:51:00,45.0,27.0,49.0,5.8,0,Variable,10.0,30.01,Partly Cloudy,No,No,No,No,No,No,2016/01/03,16:51:00
2016/01/03 17:51:00,45.0,30.0,56.0,6.9,0,Variable,10.0,29.98,Mostly Cloudy,No,No,No,No,No,No,2016/01/03,17:51:00
2016/01/03 18:51:00,45.0,32.0,60.0,9.2,140,SE,10.0,29.95,Mostly Cloudy,No,No,No,No,No,No,2016/01/03,18:51:00
2016/01/03 19:51:00,46.0,35.1,66.0,,0,North,10.0,29.88,Overcast,No,No,No,No,No,No,2016/01/03,19:51:00
2016/01/03 20:51:00,48.0,37.9,68.0,9.2,140,SE,10.0,29.84,Mostly Cloudy,No,No,No,No,No,No,2016/01/03,20:51:00
2016/01/03 21:51:00,48.9,41.0,74.0,9.2,150,SSE,10.0,29.77,Overcast,No,No,No,No,No,No,2016/01/03,21:51:00
2016/01/03 22:08:00,48.9,41.0,74.0,4.6,0,Variable,10.0,29.77,Overcast,No,No,No,No,No,No,2016/01/03,22:08:00
2016/01/03 22:21:00,48.9,42.1,77.0,6.9,0,Variable,10.0,29.76,Overcast,No,No,No,No,No,No,2016/01/03,22:21:00
2016/01/03 22:51:00,50.0,44.1,80.0,6.9,0,Variable,10.0,29.7,Mostly Cloudy,No,No,No,No,No,No,2016/01/03,22:51:00
2016/01/03 23:51:00,52.0,45.0,77.0,12.7,170,South,10.0,29.62,Overcast,No,No,No,No,No,No,2016/01/03,23:51:00
2016/01/04 00:51:00,64.0,55.9,75.0,4.6,0,Variable,10.0,29.76,Mostly Cloudy,No,No,No,No,No,No,2016/01/04,00:51:00
2016/01/04 01:51:00,64.9,57.0,75.0,6.9,180,South,10.0,29.73,Overcast,No,No,No,No,No,No,2016/01/04,01:51:00
2016/01/04 02:51:00,66.0,57.0,73.0,5.8,0,Variable,10.0,29.73,Overcast,No,No,No,No,No,No,2016/01/04,02:51:00
2016/01/04 03:51:00,66.0,57.9,75.0,4.6,0,Variable,10.0,29.73,Overcast,No,No,No,No,No,No,2016/01/04,03:51:00
2016/01/04 04:51:00,66.9,57.9,73.0,6.9,0,Variable,10.0,29.7,Overcast,No,No,No,No,No,No,2016/01/04,04:51:00
2016/01/04 05:24:00,66.0,57.9,75.0,4.6,170,South,10.0,29.71,Mostly Cloudy,No,No,No,No,No,No,2016/01/04,05:24:00
2016/01/04 05:49:00,64.4,55.4,73.0,5.8,170,South,10.0,29.71,Overcast,No,No,No,No,No,No,2016/01/04,05:49:00
2016/01/04 05:51:00,64.0,55.9,75.0,5.8,160,SSE,10.0,29.68,Overcast,No,No,No,No,No,No,2016/01/04,05:51:00
2016/01/04 13:51:00,72.0,57.9,61.0,0.0,0,North,10.0,29.53,Scattered Clouds,No,No,No,No,No,No,2016/01/04,13:51:00
2016/01/04 14:51:00,75.0,57.0,53.0,11.5,260,West,10.0,29.5,Scattered Clouds,No,No,No,No,No,No,2016/01/04,14:51:00
2016/01/04 15:51:00,78.1,55.9,46.0,10.4,250,WSW,10.0,29.47,Clear,No,No,No,No,No,No,2016/01/04,15:51:00
2016/01/04 16:51:00,78.1,55.0,45.0,8.1,220,SW,10.0,29.46,Partly Cloudy,No,No,No,No,No,No,2016/01/04,16:51:00
2016/01/04 17:51:00,77.0,54.0,45.0,6.9,0,Variable,10.0,29.47,Partly Cloudy,No,No,No,No,No,No,2016/01/04,17:51:00
2016/01/04 18:51:00,71.1,55.9,59.0,0.0,0,North,8.0,29.5,Light Rain,No,Yes,No,No,No,No,2016/01/04,18:51:00
2016/01/04 19:51:00,66.0,57.9,75.0,3.5,280,West,10.0,29.54,Mostly Cloudy,No,No,No,No,No,No,2016/01/04,19:51:00
2016/01/04 20:51:00,69.1,57.0,65.0,4.6,0,Variable,10.0,29.57,Overcast,No,No,No,No,No,No,2016/01/04,20:51:00
2016/01/04 21:51:00,69.1,55.9,63.0,3.5,260,West,10.0,29.59,Scattered Clouds,No,No,No,No,No,No,2016/01/04,21:51:00
2016/01/04 22:51:00,69.8,50.0,49.0,,0,North,10.0,29.62,Mostly Cloudy,No,No,No,No,No,No,2016/01/04,22:51:00
2016/01/04 23:51:00,62.1,43.0,50.0,0.0,0,North,10.0,29.64,Mostly Cloudy,No,No,No,No,No,No,2016/01/04,23:51:00
2016/01/05 00:51:00,50.0,32.0,50.0,3.5,0,Variable,10.0,30.23,Clear,No,No,No,No,No,No,2016/01/05,00:51:00
2016/01/05 01:51:00,50.0,37.0,61.0,,0,North,10.0,30.21,Clear,No,No,No,No,No,No,2016/01/05,01:51:00
2016/01/05 02:51:00,50.0,33.1,52.0,5.8,150,SSE,10.0,30.19,Mostly Cloudy,No,No,No,No,No,No,2016/01/05,02:51:00
2016/01/05 03:51:00,50.0,32.0,50.0,0.0,0,North,10.0,30.2,Overcast,No,No,No,No,No,No,2016/01/05,03:51:00
2016/01/05 04:51:00,50.0,34.0,54.0,0.0,0,North,10.0,30.19,Overcast,No,No,No,No,No,No,2016/01/05,04:51:00
2016/01/05 05:51:00,50.0,36.0,59.0,3.5,0,Variable,10.0,30.19,Overcast,No,No,No,No,No,No,2016/01/05,05:51:00
2016/01/05 06:51:00,50.0,37.0,61.0,0.0,0,North,10.0,30.21,Overcast,No,No,No,No,No,No,2016/01/05,06:51:00
2016/01/05 07:51:00,48.9,36.0,61.0,6.9,170,South,10.0,30.22,Overcast,No,No,No,No,No,No,2016/01/05,07:51:00
2016/01/05 08:51:00,48.0,41.0,77.0,0.0,0,North,6.0,30.24,Light Rain,No,Yes,No,No,No,No,2016/01/05,08:51:00
2016/01/05 09:51:00,46.9,43.0,86.0,3.5,0,Variable,5.0,30.22,Light Rain,No,Yes,No,No,No,No,2016/01/05,09:51:00
2016/01/05 10:48:00,48.2,42.8,82.0,6.9,150,SSE,5.0,30.23,Light Rain,No,Yes,No,No,No,No,2016/01/05,10:48:00
2016/01/05 10:51:00,48.0,44.1,86.0,5.8,0,Variable,6.0,30.2,Light Rain,No,Yes,No,No,No,No,2016/01/05,10:51:00
2016/01/05 11:16:00,48.0,42.1,80.0,0.0,0,North,10.0,30.23,Overcast,No,No,No,No,No,No,2016/01/05,11:16:00
2016/01/05 11:23:00,48.0,43.0,83.0,4.6,0,Variable,10.0,30.23,Overcast,No,No,No,No,No,No,2016/01/05,11:23:00
2016/01/05 11:51:00,46.9,43.0,86.0,8.1,160,SSE,2.5,30.19,Light Rain,No,Yes,No,No,No,No,2016/01/05,11:51:00
2016/01/05 11:59:00,46.9,43.0,86.0,5.8,0,Variable,5.0,30.21,Light Rain,No,Yes,No,No,No,No,2016/01/05,11:59:00
2016/01/05 12:51:00,46.9,43.0,86.0,,0,North,7.0,30.17,Light Rain,No,Yes,No,No,No,No,2016/01/05,12:51:00
2016/01/05 13:25:00,46.9,42.1,83.0,8.1,160,SSE,10.0,30.19,Overcast,No,No,No,No,No,No,2016/01/05,13:25:00
2016/01/05 13:51:00,48.0,43.0,83.0,5.8,0,Variable,10.0,30.16,Overcast,No,No,No,No,No,No,2016/01/05,13:51:00
2016/01/05 14:04:00,48.0,43.0,83.0,3.5,0,Variable,10.0,30.17,Overcast,No,No,No,No,No,No,2016/01/05,14:04:00
2016/01/05 14:51:00,48.0,42.1,80.0,5.8,0,Variable,10.0,30.15,Overcast,No,No,No,No,No,No,2016/01/05,14:51:00
2016/01/05 15:51:00,48.9,41.0,74.0,3.5,0,Variable,10.0,30.14,Overcast,No,No,No,No,No,No,2016/01/05,15:51:00
2016/01/05 16:51:00,48.0,43.0,83.0,5.8,0,Variable,7.0,30.12,Light Rain,No,Yes,No,No,No,No,2016/01/05,16:51:00
2016/01/05 16:59:00,48.0,43.0,83.0,6.9,100,East,7.0,30.14,Light Rain,No,Yes,No,No,No,No,2016/01/05,16:59:00
2016/01/05 17:49:00,48.2,44.6,87.0,6.9,70,ENE,2.0,30.13,Light Rain,No,Yes,No,No,No,No,2016/01/05,17:49:00
2016/01/05 17:51:00,48.0,45.0,89.0,5.8,0,Variable,2.0,30.11,Light Rain,No,Yes,No,No,No,No,2016/01/05,17:51:00
2016/01/05 18:09:00,48.0,45.0,89.0,5.8,60,ENE,4.0,30.13,Overcast,No,No,No,No,No,No,2016/01/05,18:09:00
2016/01/05 18:21:00,48.0,46.0,93.0,4.6,80,East,2.0,30.13,Overcast,No,No,No,No,No,No,2016/01/05,18:21:00
2016/01/05 18:35:00,48.0,45.0,89.0,8.1,70,ENE,1.8,30.13,Overcast,No,No,No,No,No,No,2016/01/05,18:35:00
2016/01/05 18:51:00,46.9,45.0,93.0,9.2,70,ENE,1.8,30.1,Overcast,No,No,No,No,No,No,2016/01/05,18:51:00
2016/01/05 19:15:00,46.9,45.0,93.0,4.6,0,Variable,2.0,30.12,Overcast,No,No,No,No,No,No,2016/01/05,19:15:00
2016/01/05 19:29:00,46.9,45.0,93.0,11.5,70,ENE,1.5,30.12,Overcast,No,No,No,No,No,No,2016/01/05,19:29:00
2016/01/05 19:39:00,46.9,45.0,93.0,9.2,70,ENE,3.0,30.12,Overcast,No,No,No,No,No,No,2016/01/05,19:39:00
2016/01/05 19:47:00,46.4,44.6,93.0,9.2,60,ENE,2.5,30.13,Overcast,No,No,No,No,No,No,2016/01/05,19:47:00
2016/01/05 19:51:00,46.9,44.1,90.0,9.2,60,ENE,3.0,30.11,Overcast,No,No,No,No,No,No,2016/01/05,19:51:00
2016/01/05 20:51:00,45.0,42.1,90.0,9.2,80,East,6.0,30.11,Overcast,No,No,No,No,No,No,2016/01/05,20:51:00
2016/01/05 21:51:00,45.0,42.1,90.0,6.9,0,Variable,8.0,30.09,Overcast,No,No,No,No,No,No,2016/01/05,21:51:00
2016/01/05 22:51:00,45.0,42.1,90.0,5.8,0,Variable,9.0,30.09,Overcast,No,No,No,No,No,No,2016/01/05,22:51:00
2016/01/05 23:51:00,46.0,44.1,93.0,0.0,0,North,3.0,30.09,Overcast,No,No,No,No,No,No,2016/01/05,23:51:00
2016/01/06 00:51:00,73.0,64.9,76.0,0.0,0,North,8.0,29.99,Clear,No,No,No,No,No,No,2016/01/06,00:51:00
2016/01/06 01:51:00,72.0,64.9,78.0,3.5,40,NE,7.0,29.99,Clear,No,No,No,No,No,No,2016/01/06,01:51:00
2016/01/06 02:51:00,70.0,62.1,76.0,8.1,70,ENE,8.0,30.01,Clear,No,No,No,No,No,No,2016/01/06,02:51:00
2016/01/06 03:51:00,71.1,53.1,53.0,4.6,80,East,10.0,30.01,Clear,No,No,No,No,No,No,2016/01/06,03:51:00
2016/01/06 04:51:00,71.1,50.0,47.0,3.5,50,NE,10.0,30.03,Clear,No,No,No,No,No,No,2016/01/06,04:51:00
2016/01/06 05:51:00,70.0,52.0,53.0,3.5,0,Variable,8.0,30.05,Clear,No,No,No,No,No,No,2016/01/06,05:51:00
2016/01/06 06:51:00,72.0,48.0,43.0,5.8,60,ENE,9.0,30.06,Partly Cloudy,No,No,No,No,No,No,2016/01/06,06:51:00
2016/01/06 07:51:00,73.0,50.0,44.0,0.0,0,North,9.0,30.08,Partly Cloudy,No,No,No,No,No,No,2016/01/06,07:51:00
2016/01/06 08:51:00,75.0,48.9,40.0,4.6,0,Variable,9.0,30.09,Clear,No,No,No,No,No,No,2016/01/06,08:51:00
2016/01/06 09:51:00,77.0,48.0,36.0,6.9,70,ENE,9.0,30.09,Clear,No,No,No,No,No,No,2016/01/06,09:51:00
2016/01/06 10:51:00,77.0,48.0,36.0,10.4,120,ESE,8.0,30.09,Clear,No,No,No,No,No,No,2016/01/06,10:51:00
2016/01/06 11:51:00,79.0,48.0,34.0,9.2,70,ENE,8.0,30.1,Clear,No,No,No,No,No,No,2016/01/06,11:51:00
2016/01/06 12:51:00,80.1,50.0,35.0,9.2,70,ENE,8.0,30.09,Clear,No,No,No,No,No,No,2016/01/06,12:51:00
2016/01/06 13:51:00,80.1,50.0,35.0,5.8,0,Variable,8.0,30.09,Clear,No,No,No,No,No,No,2016/01/06,13:51:00
2016/01/06 14:51:00,82.0,50.0,33.0,9.2,90,East,8.0,30.09,Partly Cloudy,No,No,No,No,No,No,2016/01/06,14:51:00
2016/01/06 15:51:00,81.0,48.0,31.0,9.2,60,ENE,8.0,30.09,Scattered Clouds,No,No,No,No,No,No,2016/01/06,15:51:00
2016/01/06 16:51:00,80.1,54.0,40.0,8.1,60,ENE,8.0,30.09,Scattered Clouds,No,No,No,No,No,No,2016/01/06,16:51:00
2016/01/06 17:51:00,78.1,54.0,43.0,8.1,150,SSE,8.0,30.08,Clear,No,No,No,No,No,No,2016/01/06,17:51:00
2016/01/06 18:51:00,75.9,54.0,46.0,,0,North,8.0,30.1,Clear,No,No,No,No,No,No,2016/01/06,18:51:00
2016/01/06 19:51:00,75.0,53.1,46.0,,0,North,8.0,30.1,Clear,No,No,No,No,No,No,2016/01/06,19:51:00
2016/01/06 20:51:00,71.1,52.0,51.0,3.5,140,SE,9.0,30.13,Clear,No,No,No,No,No,No,2016/01/06,20:51:00
2016/01/06 21:51:00,70.0,52.0,53.0,3.5,0,Variable,9.0,30.14,Clear,No,No,No,No,No,No,2016/01/06,21:51:00
2016/01/06 22:51:00,68.0,52.0,56.0,5.8,0,Variable,9.0,30.15,Clear,No,No,No,No,No,No,2016/01/06,22:51:00
2016/01/06 23:51:00,66.9,53.1,61.0,4.6,60,ENE,9.0,30.16,Clear,No,No,No,No,No,No,2016/01/06,23:51:00
2016/01/07 00:51:00,73.9,60.1,62.0,4.6,0,Variable,10.0,30.02,Clear,No,No,No,No,No,No,2016/01/07,00:51:00
2016/01/07 01:51:00,73.9,60.1,62.0,3.5,0,Variable,10.0,30.02,Clear,No,No,No,No,No,No,2016/01/07,01:51:00
2016/01/07 02:51:00,73.0,55.9,55.0,0.0,0,North,10.0,30.01,Clear,No,No,No,No,No,No,2016/01/07,02:51:00
