Weather_ID,temperature,dew_point,humidity,wind_speed,wind_direction_degrees,wind_direction,visibility,pressure,weather_condition,fog,rain,snow,hail,thunder,tornado,weather_date,weather_time
2976,75,61,62,0,0,North,7,30.17,Scattered Clouds,No,No,No,No,No,No,4/8/2016,10:51:00
2977,75,63,66,0,0,North,8,30.17,Overcast,No,No,No,No,No,No,4/8/2016,11:51:00
2978,79,63,58,0,0,North,9,30.15,Scattered Clouds,No,No,No,No,No,No,4/8/2016,12:51:00
2979,79,61,54,4.6,0,Variable,9,30.14,Mostly Cloudy,No,No,No,No,No,No,4/8/2016,13:51:00
2980,80.1,61,52,4.6,240,WSW,9,30.13,Clear,No,No,No,No,No,No,4/8/2016,14:51:00
2981,77,60.1,56,,0,North,9,30.12,Clear,No,No,No,No,No,No,4/8/2016,15:51:00
2982,78.1,59,52,4.6,0,Variable,9,30.12,Clear,No,No,No,No,No,No,4/8/2016,16:51:00
2983,77,59,54,4.6,0,Variable,9,30.11,Clear,No,No,No,No,No,No,4/8/2016,17:51:00
2984,75.9,57,52,4.6,0,Variable,9,30.1,Clear,No,No,No,No,No,No,4/8/2016,18:51:00
2985,73.9,59,59,,0,North,9,30.09,Clear,No,No,No,No,No,No,4/8/2016,19:51:00
2986,72,59,64,0,0,North,10,30.09,Clear,No,No,No,No,No,No,4/8/2016,20:51:00
2987,72,60.1,66,3.5,0,Variable,10,30.09,Clear,No,No,No,No,No,No,4/8/2016,21:51:00
2988,71.1,60.1,68,0,0,North,10,30.09,Clear,No,No,No,No,No,No,4/8/2016,22:51:00
2989,71.1,59,66,3.5,0,Variable,10,30.09,Clear,No,No,No,No,No,No,4/8/2016,23:51:00
2990,66.9,59,76,6.9,50,NE,10,30.18,Clear,No,No,No,No,No,No,4/9/2016,0:51:00
2991,66,57.9,75,4.6,0,Variable,10,30.17,Scattered Clouds,No,No,No,No,No,No,4/9/2016,1:51:00
2992,66,57.9,75,5.8,40,NE,10,30.17,Clear,No,No,No,No,No,No,4/9/2016,2:51:00
2993,66,57.9,75,6.9,0,Variable,10,30.18,Clear,No,No,No,No,No,No,4/9/2016,3:51:00
2994,64.9,53.1,65,4.6,0,Variable,10,30.18,Clear,No,No,No,No,No,No,4/9/2016,4:51:00
2995,64.9,51.1,61,6.9,0,Variable,10,30.2,Clear,No,No,No,No,No,No,4/9/2016,5:51:00
2996,64.9,51.1,61,4.6,0,Variable,10,30.22,Clear,No,No,No,No,No,No,4/9/2016,6:51:00
2997,66,50,56,10.4,40,NE,10,30.23,Clear,No,No,No,No,No,No,4/9/2016,7:51:00
2998,68,48.9,50,12.7,50,NE,10,30.24,Clear,No,No,No,No,No,No,4/9/2016,8:51:00
2999,69.1,51.1,53,12.7,70,ENE,10,30.25,Clear,No,No,No,No,No,No,4/9/2016,9:51:00
3000,71.1,52,51,10.4,70,ENE,10,30.24,Clear,No,No,No,No,No,No,4/9/2016,10:51:00
3001,73.9,55,52,6.9,0,Variable,10,30.25,Clear,No,No,No,No,No,No,4/9/2016,11:51:00
3002,77,55,47,3.5,0,Variable,10,30.24,Clear,No,No,No,No,No,No,4/9/2016,12:51:00
3003,79,55,44,5.8,60,ENE,10,30.23,Clear,No,No,No,No,No,No,4/9/2016,13:51:00
3004,79,50,36,8.1,100,East,10,30.22,Clear,No,No,No,No,No,No,4/9/2016,14:51:00
3005,79,52,39,5.8,0,Variable,10,30.21,Clear,No,No,No,No,No,No,4/9/2016,15:51:00
3006,78.1,53.1,42,6.9,0,Variable,10,30.21,Clear,No,No,No,No,No,No,4/9/2016,16:51:00
3007,77,53.1,43,6.9,60,ENE,10,30.21,Clear,No,No,No,No,No,No,4/9/2016,17:51:00
3008,75.9,55,48,4.6,70,ENE,10,30.21,Clear,No,No,No,No,No,No,4/9/2016,18:51:00
3009,73.9,55,52,5.8,70,ENE,10,30.22,Clear,No,No,No,No,No,No,4/9/2016,19:51:00
3010,72,57,59,5.8,70,ENE,10,30.24,Clear,No,No,No,No,No,No,4/9/2016,20:51:00
3011,73,57,57,5.8,0,Variable,10,30.24,Clear,No,No,No,No,No,No,4/9/2016,21:51:00
3012,72,54,53,5.8,0,Variable,10,30.24,Clear,No,No,No,No,No,No,4/9/2016,22:51:00
3013,71.1,52,51,5.8,0,Variable,10,30.23,Clear,No,No,No,No,No,No,4/9/2016,23:51:00
3014,64.9,57.9,78,3.5,50,NE,9,30.12,Overcast,No,No,No,No,No,No,4/10/2016,0:51:00
3015,64.9,59,81,4.6,0,Variable,8,30.14,Overcast,No,No,No,No,No,No,4/10/2016,1:51:00
3016,64.9,59,81,5.8,0,Variable,8,30.18,Overcast,No,No,No,No,No,No,4/10/2016,2:26:00
3017,64.9,59,81,3.5,80,East,8,30.18,Overcast,No,No,No,No,No,No,4/10/2016,2:36:00
3018,64,59,84,3.5,0,Variable,8,30.16,Mostly Cloudy,No,No,No,No,No,No,4/10/2016,2:51:00
3019,64,57.9,80,5.8,70,ENE,8,30.18,Overcast,No,No,No,No,No,No,4/10/2016,3:51:00
3020,63,57,81,4.6,130,SE,9,30.22,Overcast,No,No,No,No,No,No,4/10/2016,4:32:00
3021,62.6,57.2,82,,0,North,10,30.22,Overcast,No,No,No,No,No,No,4/10/2016,4:48:00
3022,63,55.9,78,5.8,120,ESE,10,30.2,Overcast,No,No,No,No,No,No,4/10/2016,4:51:00
3023,63,57,81,4.6,0,Variable,10,30.23,Overcast,No,No,No,No,No,No,4/10/2016,5:19:00
3024,62.1,57,84,12.7,70,ENE,9,30.22,Overcast,No,No,No,No,No,No,4/10/2016,5:51:00
3025,61,55,81,8.1,50,NE,10,30.24,Overcast,No,No,No,No,No,No,4/10/2016,6:51:00
3026,61,55,81,4.6,0,Variable,10,30.28,Overcast,No,No,No,No,No,No,4/10/2016,7:15:00
3027,60.1,53.1,78,9.2,60,ENE,10,30.27,Overcast,No,No,No,No,No,No,4/10/2016,7:51:00
3028,61,53.1,75,5.8,0,Variable,10,30.29,Overcast,No,No,No,No,No,No,4/10/2016,8:51:00
3029,61,53.1,75,9.2,60,ENE,10,30.3,Overcast,No,No,No,No,No,No,4/10/2016,9:51:00
3030,62.1,52,70,11.5,60,ENE,10,30.31,Overcast,No,No,No,No,No,No,4/10/2016,10:51:00
3031,64,52,65,8.1,60,ENE,10,30.34,Overcast,No,No,No,No,No,No,4/10/2016,11:42:00
3032,64,51.1,63,8.1,60,ENE,10,30.31,Overcast,No,No,No,No,No,No,4/10/2016,11:51:00
3033,64.9,50,58,5.8,0,Variable,10,30.31,Overcast,No,No,No,No,No,No,4/10/2016,12:51:00
3034,68,52,56,6.9,0,Variable,10,30.29,Mostly Cloudy,No,No,No,No,No,No,4/10/2016,13:51:00
3035,68,51.1,55,9.2,80,East,10,30.28,Mostly Cloudy,No,No,No,No,No,No,4/10/2016,14:51:00
3036,68,51.1,55,12.7,60,ENE,10,30.27,Clear,No,No,No,No,No,No,4/10/2016,15:51:00
3037,66.9,53.1,61,4.6,0,Variable,10,30.28,Clear,No,No,No,No,No,No,4/10/2016,16:51:00
3038,66.9,53.1,61,9.2,60,ENE,10,30.28,Mostly Cloudy,No,No,No,No,No,No,4/10/2016,17:51:00
3039,66,53.1,63,3.5,0,Variable,10,30.3,Overcast,No,No,No,No,No,No,4/10/2016,18:51:00
3040,66,53.1,63,8.1,70,ENE,10,30.31,Overcast,No,No,No,No,No,No,4/10/2016,19:51:00
3041,64.9,53.1,65,6.9,70,ENE,10,30.32,Overcast,No,No,No,No,No,No,4/10/2016,20:51:00
3042,63,52,67,9.2,70,ENE,10,30.33,Clear,No,No,No,No,No,No,4/10/2016,21:51:00
3043,61,52,72,5.8,0,Variable,10,30.32,Clear,No,No,No,No,No,No,4/10/2016,22:51:00
3044,60.1,51.1,72,6.9,60,ENE,10,30.32,Mostly Cloudy,No,No,No,No,No,No,4/10/2016,23:51:00
3045,57,44.1,62,5.8,310,NW,10,29.97,Clear,No,No,No,No,No,No,4/11/2016,0:51:00
3046,55.9,45,67,0,0,North,10,29.97,Clear,No,No,No,No,No,No,4/11/2016,1:51:00
3047,55.9,44.1,64,5.8,0,Variable,10,29.99,Clear,No,No,No,No,No,No,4/11/2016,2:51:00
3048,55,39.9,57,3.5,0,Variable,10,29.99,Clear,No,No,No,No,No,No,4/11/2016,3:51:00
3049,54,39,57,6.9,300,WNW,10,30.02,Clear,No,No,No,No,No,No,4/11/2016,4:51:00
3050,53.1,39,59,8.1,340,NNW,10,30.05,Clear,No,No,No,No,No,No,4/11/2016,5:51:00
3051,51.1,39.9,66,0,0,North,10,30.07,Clear,No,No,No,No,No,No,4/11/2016,6:51:00
3052,52,39.9,63,4.6,0,Variable,10,30.1,Mostly Cloudy,No,No,No,No,No,No,4/11/2016,7:51:00
3053,53.1,39,59,,0,North,10,30.13,Mostly Cloudy,No,No,No,No,No,No,4/11/2016,8:51:00
3054,54,39,57,,0,North,10,30.13,Partly Cloudy,No,No,No,No,No,No,4/11/2016,9:51:00
3055,57,39.9,53,3.5,0,Variable,10,30.14,Mostly Cloudy,No,No,No,No,No,No,4/11/2016,10:51:00
3056,57,37,47,8.1,330,NNW,10,30.14,Partly Cloudy,No,No,No,No,No,No,4/11/2016,11:51:00
3057,60.1,37.9,44,4.6,0,Variable,10,30.13,Scattered Clouds,No,No,No,No,No,No,4/11/2016,12:51:00
3058,59,34,39,4.6,0,Variable,10,30.12,Partly Cloudy,No,No,No,No,No,No,4/11/2016,13:51:00
3059,59,30.9,35,8.1,360,North,10,30.13,Clear,No,No,No,No,No,No,4/11/2016,14:51:00
3060,59,28.9,32,4.6,0,Variable,10,30.15,Clear,No,No,No,No,No,No,4/11/2016,15:51:00
3061,57,27,32,5.8,300,WNW,10,30.16,Clear,No,No,No,No,No,No,4/11/2016,16:51:00
3062,55.9,24.1,29,4.6,0,Variable,10,30.17,Clear,No,No,No,No,No,No,4/11/2016,17:51:00
3063,55,27,34,4.6,300,WNW,10,30.19,Clear,No,No,No,No,No,No,4/11/2016,18:51:00
3064,54,26.1,34,4.6,0,Variable,10,30.21,Clear,No,No,No,No,No,No,4/11/2016,19:51:00
3065,53.1,27,37,5.8,0,Variable,10,30.22,Clear,No,No,No,No,No,No,4/11/2016,20:51:00
3066,52,27,38,3.5,0,Variable,10,30.24,Clear,No,No,No,No,No,No,4/11/2016,21:51:00
3067,50,26.1,39,4.6,0,Variable,10,30.24,Clear,No,No,No,No,No,No,4/11/2016,22:51:00
3068,48.9,27,43,3.5,0,Variable,10,30.23,Clear,No,No,No,No,No,No,4/11/2016,23:51:00
3069,42.1,25,51,6.9,310,NW,10,30.18,Overcast,No,No,No,No,No,No,4/12/2016,0:51:00
3070,42.1,24.1,49,,0,North,10,30.19,Overcast,No,No,No,No,No,No,4/12/2016,1:51:00
3071,41,24.1,51,,0,North,10,30.19,Overcast,No,No,No,No,No,No,4/12/2016,2:51:00
3072,41,23,49,6.9,310,NW,10,30.19,Overcast,No,No,No,No,No,No,4/12/2016,3:51:00
3073,41,21.9,47,9.2,310,NW,10,30.19,Overcast,No,No,No,No,No,No,4/12/2016,4:51:00
3074,39.9,23,51,3.5,0,Variable,10,30.2,Mostly Cloudy,No,No,No,No,No,No,4/12/2016,5:51:00
3075,39,21,49,11.5,300,WNW,10,30.22,Scattered Clouds,No,No,No,No,No,No,4/12/2016,6:51:00
3076,39,21.9,50,4.6,0,Variable,10,30.22,Clear,No,No,No,No,No,No,4/12/2016,7:51:00
3077,39,21.9,50,3.5,0,Variable,10,30.23,Clear,No,No,No,No,No,No,4/12/2016,8:51:00
3078,41,21.9,47,,0,North,10,30.23,Clear,No,No,No,No,No,No,4/12/2016,9:51:00
3079,42.1,21.9,45,3.5,0,Variable,10,30.22,Clear,No,No,No,No,No,No,4/12/2016,10:51:00
3080,44.1,21,40,9.2,360,North,10,30.21,Clear,No,No,No,No,No,No,4/12/2016,11:51:00
3081,45,19.9,37,0,0,North,10,30.19,Clear,No,No,No,No,No,No,4/12/2016,12:51:00
3082,46,19.9,35,6.9,300,WNW,10,30.18,Clear,No,No,No,No,No,No,4/12/2016,13:51:00
3083,45,19.9,37,5.8,0,Variable,10,30.19,Clear,No,No,No,No,No,No,4/12/2016,14:51:00
3084,44.1,21,40,0,0,North,10,30.19,Clear,No,No,No,No,No,No,4/12/2016,15:51:00
3085,43,19,38,3.5,60,ENE,10,30.19,Clear,No,No,No,No,No,No,4/12/2016,16:51:00
3086,42.1,21,43,3.5,40,NE,10,30.19,Clear,No,No,No,No,No,No,4/12/2016,17:51:00
3087,42.1,24.1,49,0,0,North,10,30.19,Clear,No,No,No,No,No,No,4/12/2016,18:51:00
3088,42.1,25,51,6.9,60,ENE,10,30.18,Clear,No,No,No,No,No,No,4/12/2016,19:51:00
3089,41,24.1,51,0,0,North,10,30.17,Clear,No,No,No,No,No,No,4/12/2016,20:51:00
3090,41,24.1,51,8.1,100,East,10,30.16,Clear,No,No,No,No,No,No,4/12/2016,21:51:00
3091,39.9,24.1,53,4.6,0,Variable,10,30.15,Clear,No,No,No,No,No,No,4/12/2016,22:51:00
3092,39.9,24.1,53,8.1,90,East,10,30.12,Partly Cloudy,No,No,No,No,No,No,4/12/2016,23:51:00
3093,45,19,36,5.8,0,Variable,10,30.31,Clear,No,No,No,No,No,No,4/13/2016,0:51:00
3094,44.1,21,40,4.6,0,Variable,10,30.32,Clear,No,No,No,No,No,No,4/13/2016,1:51:00
3095,43,23,45,4.6,0,Variable,10,30.32,Clear,No,No,No,No,No,No,4/13/2016,2:51:00
3096,42.1,23,47,,0,North,10,30.34,Clear,No,No,No,No,No,No,4/13/2016,3:51:00
3097,41,24.1,51,5.8,360,North,10,30.35,Clear,No,No,No,No,No,No,4/13/2016,4:51:00
3098,39.9,24.1,53,3.5,0,Variable,10,30.39,Clear,No,No,No,No,No,No,4/13/2016,5:51:00
3099,39.9,24.1,53,4.6,0,Variable,10,30.41,Clear,No,No,No,No,No,No,4/13/2016,6:51:00
3100,42.1,24.1,49,4.6,0,Variable,10,30.43,Clear,No,No,No,No,No,No,4/13/2016,7:51:00
3101,44.1,23,43,8.1,60,ENE,10,30.43,Clear,No,No,No,No,No,No,4/13/2016,8:51:00
3102,45,23,42,13.8,20,NNE,10,30.43,Clear,No,No,No,No,No,No,4/13/2016,9:51:00
3103,48.9,25,39,8.1,50,NE,10,30.41,Clear,No,No,No,No,No,No,4/13/2016,10:51:00
3104,50,25,38,5.8,0,Variable,10,30.39,Clear,No,No,No,No,No,No,4/13/2016,11:51:00
3105,52,24.1,34,6.9,60,ENE,10,30.38,Clear,No,No,No,No,No,No,4/13/2016,12:51:00
3106,54,24.1,31,0,0,North,10,30.35,Clear,No,No,No,No,No,No,4/13/2016,13:51:00
3107,54,23,30,4.6,0,Variable,10,30.33,Clear,No,No,No,No,No,No,4/13/2016,14:51:00
3108,55,21.9,28,,0,North,10,30.3,Clear,No,No,No,No,No,No,4/13/2016,15:51:00
3109,57,21.9,26,4.6,330,NNW,10,30.3,Clear,No,No,No,No,No,No,4/13/2016,16:51:00
3110,55.9,21.9,27,0,0,North,10,30.31,Clear,No,No,No,No,No,No,4/13/2016,17:51:00
3111,53.1,26.1,35,,0,North,10,30.31,Clear,No,No,No,No,No,No,4/13/2016,18:51:00
3112,50,26.1,39,3.5,180,South,10,30.31,Clear,No,No,No,No,No,No,4/13/2016,19:51:00
3113,46.9,32,56,0,0,North,10,30.31,Clear,No,No,No,No,No,No,4/13/2016,22:51:00
3114,46.9,34,61,3.5,310,NW,10,30.32,Clear,No,No,No,No,No,No,4/13/2016,23:51:00
3115,46,30,54,3.5,290,WNW,10,30.32,Partly Cloudy,No,No,No,No,No,No,4/14/2016,0:51:00
3116,46,30,54,3.5,300,WNW,10,30.3,Clear,No,No,No,No,No,No,4/14/2016,1:51:00
3117,45,30,56,0,0,North,10,30.29,Clear,No,No,No,No,No,No,4/14/2016,2:51:00
3118,45,28,52,3.5,0,Variable,10,30.3,Clear,No,No,No,No,No,No,4/14/2016,3:51:00
3119,45,21.9,40,5.8,0,Variable,10,30.31,Clear,No,No,No,No,No,No,4/14/2016,4:51:00
3120,45,21.9,40,8.1,40,NE,10,30.32,Overcast,No,No,No,No,No,No,4/14/2016,5:51:00
3121,44.6,24.8,46,10.4,60,ENE,10,30.33,Overcast,No,No,No,No,No,No,4/14/2016,6:51:00
3122,45,33.1,63,10.4,60,ENE,10,30.36,Clear,No,No,No,No,No,No,4/14/2016,7:51:00
3123,46.9,33.1,59,11.5,50,NE,10,30.38,Scattered Clouds,No,No,No,No,No,No,4/14/2016,8:51:00
3124,48,27,44,9.2,60,ENE,10,30.38,Clear,No,No,No,No,No,No,4/14/2016,9:51:00
3125,51.1,25,36,8.1,70,ENE,10,30.39,Clear,No,No,No,No,No,No,4/14/2016,10:51:00
3126,54,25,33,6.9,70,ENE,10,30.38,Clear,No,No,No,No,No,No,4/14/2016,11:51:00
3127,57,24.1,28,3.5,160,SSE,10,30.36,Clear,No,No,No,No,No,No,4/14/2016,12:51:00
3128,60.1,25,26,5.8,40,NE,10,30.34,Clear,No,No,No,No,No,No,4/14/2016,13:51:00
3129,60.1,19.9,21,4.6,0,Variable,10,30.32,Clear,No,No,No,No,No,No,4/14/2016,14:51:00
3130,61,18,19,4.6,0,Variable,10,30.29,Clear,No,No,No,No,No,No,4/14/2016,15:51:00
3131,62.1,19.9,20,3.5,0,Variable,10,30.29,Clear,No,No,No,No,No,No,4/14/2016,16:51:00
3132,57,30,36,9.2,150,SSE,10,30.29,Clear,No,No,No,No,No,No,4/14/2016,17:51:00
3133,54,28,37,8.1,180,South,10,30.3,Clear,No,No,No,No,No,No,4/14/2016,18:51:00
3134,50,32,50,9.2,150,SSE,10,30.32,Clear,No,No,No,No,No,No,4/14/2016,19:51:00
3135,48,32,54,10.4,170,South,10,30.35,Clear,No,No,No,No,No,No,4/14/2016,20:51:00
3136,46.9,30.9,54,5.8,0,Variable,10,30.38,Clear,No,No,No,No,No,No,4/14/2016,21:51:00
3137,46,35.1,66,6.9,0,Variable,10,30.39,Clear,No,No,No,No,No,No,4/14/2016,22:51:00
3138,45,32,60,0,0,North,10,30.4,Clear,No,No,No,No,No,No,4/14/2016,23:51:00
3139,45,30,56,4.6,160,SSE,10,30.4,Clear,No,No,No,No,No,No,4/15/2016,0:51:00
3140,46,30,54,0,0,North,10,30.4,Clear,No,No,No,No,No,No,4/15/2016,1:51:00
3141,45,33.1,63,3.5,290,WNW,10,30.38,Clear,No,No,No,No,No,No,4/15/2016,2:51:00
3142,45,33.1,63,3.5,310,NW,10,30.38,Clear,No,No,No,No,No,No,4/15/2016,3:51:00
3143,44.1,35.1,71,0,0,North,10,30.39,Clear,No,No,No,No,No,No,4/15/2016,4:51:00
3144,43,35.1,74,3.5,40,NE,10,30.4,Clear,No,No,No,No,No,No,4/15/2016,5:51:00
3145,44.1,35.1,71,0,0,North,10,30.41,Clear,No,No,No,No,No,No,4/15/2016,6:51:00
3146,46.9,35.1,63,4.6,60,ENE,10,30.43,Clear,No,No,No,No,No,No,4/15/2016,7:51:00
3147,50,32,50,5.8,60,ENE,10,30.44,Clear,No,No,No,No,No,No,4/15/2016,8:51:00
3148,52,30,43,11.5,60,ENE,10,30.46,Clear,No,No,No,No,No,No,4/15/2016,9:51:00
3149,53.1,23,31,6.9,60,ENE,10,30.47,Clear,No,No,No,No,No,No,4/15/2016,10:51:00
3150,57,18,22,9.2,60,ENE,10,30.47,Clear,No,No,No,No,No,No,4/15/2016,11:51:00
3151,57,14,18,3.5,0,Variable,10,30.45,Clear,No,No,No,No,No,No,4/15/2016,12:51:00
3152,60.1,19,20,,0,North,10,30.43,Clear,No,No,No,No,No,No,4/15/2016,13:51:00
3153,62.1,21,21,4.6,0,Variable,10,30.41,Clear,No,No,No,No,No,No,4/15/2016,14:51:00
3154,64,21.9,20,0,0,North,10,30.38,Clear,No,No,No,No,No,No,4/15/2016,15:51:00
3155,63,17.1,17,3.5,0,Variable,10,30.37,Clear,No,No,No,No,No,No,4/15/2016,16:51:00
3156,62.1,24.1,23,0,0,North,10,30.37,Clear,No,No,No,No,No,No,4/15/2016,17:51:00
3157,59,26.1,28,0,0,North,10,30.36,Clear,No,No,No,No,No,No,4/15/2016,18:51:00
3158,55.9,27,33,5.8,170,South,10,30.37,Clear,No,No,No,No,No,No,4/15/2016,19:51:00
3159,48.9,33.1,54,6.9,150,SSE,10,30.4,Clear,No,No,No,No,No,No,4/15/2016,20:51:00
3160,48,33.1,56,0,0,North,10,30.41,Clear,No,No,No,No,No,No,4/15/2016,21:51:00
3161,46.9,35.1,63,3.5,170,South,10,30.41,Clear,No,No,No,No,No,No,4/15/2016,23:51:00
3162,46.9,35.1,63,0,0,North,10,30.41,Clear,No,No,No,No,No,No,4/16/2016,0:51:00
3163,46.9,35.1,63,3.5,50,NE,10,30.4,Clear,No,No,No,No,No,No,4/16/2016,1:51:00
3164,46.9,34,61,3.5,50,NE,10,30.39,Clear,No,No,No,No,No,No,4/16/2016,2:51:00
3165,46,34,63,3.5,0,Variable,10,30.4,Clear,No,No,No,No,No,No,4/16/2016,3:51:00
3166,45,32,60,3.5,0,Variable,10,30.42,Clear,No,No,No,No,No,No,4/16/2016,4:51:00
3167,44.1,30.9,60,5.8,70,ENE,10,30.43,Clear,No,No,No,No,No,No,4/16/2016,5:51:00
3168,45,32,60,4.6,40,NE,10,30.45,Clear,No,No,No,No,No,No,4/16/2016,6:51:00
3169,48,30,50,4.6,50,NE,10,30.47,Clear,No,No,No,No,No,No,4/16/2016,7:51:00
3170,51.1,19.9,29,6.9,60,ENE,10,30.48,Clear,No,No,No,No,No,No,4/16/2016,8:51:00
3171,53.1,14,21,11.5,70,ENE,10,30.48,Clear,No,No,No,No,No,No,4/16/2016,9:51:00
3172,55.9,17.1,22,8.1,60,ENE,10,30.46,Clear,No,No,No,No,No,No,4/16/2016,10:51:00
3173,57.9,17.1,20,5.8,0,Variable,10,30.45,Clear,No,No,No,No,No,No,4/16/2016,11:51:00
3174,61,16,17,6.9,0,Variable,10,30.43,Clear,No,No,No,No,No,No,4/16/2016,12:51:00
3175,64,16,16,5.8,0,Variable,10,30.41,Clear,No,No,No,No,No,No,4/16/2016,13:51:00
3176,66,19,17,74.8,0,Variable,10,30.4,Clear,No,No,No,No,No,No,4/16/2016,14:51:00
3177,64,16,16,0,0,North,10,30.38,Clear,No,No,No,No,No,No,4/16/2016,15:51:00
3178,66,18,16,,0,North,10,30.37,Clear,No,No,No,No,No,No,4/16/2016,16:51:00
3179,63,19,18,6.9,70,ENE,10,30.38,Clear,No,No,No,No,No,No,4/16/2016,17:51:00
3180,62.1,17.1,18,4.6,70,ENE,10,30.39,Clear,No,No,No,No,No,No,4/16/2016,18:51:00
3181,53.1,28.9,40,8.1,180,South,10,30.41,Clear,No,No,No,No,No,No,4/16/2016,19:51:00
3182,51.1,32,48,5.8,180,South,10,30.43,Clear,No,No,No,No,No,No,4/16/2016,20:51:00
3183,48.9,35.1,59,4.6,0,Variable,10,30.44,Clear,No,No,No,No,No,No,4/16/2016,21:51:00
3184,48,35.1,61,0,0,North,10,30.46,Clear,No,No,No,No,No,No,4/16/2016,22:51:00
3185,46.9,35.1,63,0,0,North,10,30.46,Clear,No,No,No,No,No,No,4/16/2016,23:51:00
3186,46.9,34,61,0,0,North,10,30.46,Clear,No,No,No,No,No,No,4/17/2016,0:51:00
3187,46.9,36,66,3.5,300,WNW,10,30.43,Clear,No,No,No,No,No,No,4/17/2016,1:51:00
3188,46.9,36,66,3.5,300,WNW,10,30.43,Clear,No,No,No,No,No,No,4/17/2016,2:51:00
3189,45,36,71,4.6,310,NW,10,30.43,Clear,No,No,No,No,No,No,4/17/2016,3:51:00
3190,46,36,68,3.5,0,Variable,10,30.43,Clear,No,No,No,No,No,No,4/17/2016,4:51:00
3191,45,36,71,0,0,North,10,30.44,Clear,No,No,No,No,No,No,4/17/2016,5:51:00
3192,46,35.1,66,0,0,North,10,30.46,Clear,No,No,No,No,No,No,4/17/2016,6:51:00
3193,48.9,34,56,0,0,North,10,30.46,Clear,No,No,No,No,No,No,4/17/2016,7:51:00
3194,53.1,30,41,3.5,0,Variable,10,30.46,Clear,No,No,No,No,No,No,4/17/2016,8:51:00
3195,55.9,30,37,0,0,North,10,30.46,Clear,No,No,No,No,No,No,4/17/2016,9:51:00
3196,60.1,26.1,27,4.6,60,ENE,10,30.45,Clear,No,No,No,No,No,No,4/17/2016,10:51:00
3197,64,25,23,3.5,70,ENE,10,30.43,Clear,No,No,No,No,No,No,4/17/2016,11:51:00
3198,64.9,24.1,21,3.5,270,West,10,30.39,Clear,No,No,No,No,No,No,4/17/2016,12:51:00
3199,68,23,18,0,0,North,10,30.36,Clear,No,No,No,No,No,No,4/17/2016,13:51:00
3200,71.1,21.9,16,0,0,North,10,30.33,Clear,No,No,No,No,No,No,4/17/2016,14:51:00
3201,73,24.1,16,3.5,0,Variable,10,30.3,Clear,No,No,No,No,No,No,4/17/2016,15:51:00
3202,73.9,25,16,0,0,North,10,30.28,Clear,No,No,No,No,No,No,4/17/2016,16:51:00
3203,69.1,27,21,9.2,190,South,10,30.27,Clear,No,No,No,No,No,No,4/17/2016,17:51:00
3204,66,28.9,25,4.6,180,South,10,30.27,Clear,No,No,No,No,No,No,4/17/2016,18:51:00
3205,61,30.9,32,5.8,160,SSE,10,30.27,Clear,No,No,No,No,No,No,4/17/2016,19:51:00
3206,57.9,30,35,5.8,160,SSE,10,30.28,Clear,No,No,No,No,No,No,4/17/2016,20:51:00
3207,55.9,30.9,39,0,0,North,10,30.28,Clear,No,No,No,No,No,No,4/17/2016,21:51:00
3208,55,33.1,43,0,0,North,10,30.28,Clear,No,No,No,No,No,No,4/17/2016,22:51:00
3209,54,34,47,0,0,North,10,30.27,Clear,No,No,No,No,No,No,4/17/2016,23:51:00
3210,52,35.1,53,3.5,40,NE,10,30.27,Clear,No,No,No,No,No,No,4/18/2016,0:51:00
3211,52,34,50,0,0,North,10,30.25,Clear,No,No,No,No,No,No,4/18/2016,1:51:00
3212,53.1,34,48,0,0,North,10,30.23,Clear,No,No,No,No,No,No,4/18/2016,2:51:00
3213,52,34,50,3.5,290,WNW,10,30.22,Clear,No,No,No,No,No,No,4/18/2016,3:51:00
3214,51.1,35.1,54,3.5,60,ENE,10,30.23,Clear,No,No,No,No,No,No,4/18/2016,4:51:00
3215,52,34,50,0,0,North,10,30.22,Clear,No,No,No,No,No,No,4/18/2016,5:51:00
3216,52,34,50,0,0,North,10,30.23,Clear,No,No,No,No,No,No,4/18/2016,6:51:00
3217,59,34,39,0,0,North,10,30.24,Clear,No,No,No,No,No,No,4/18/2016,7:51:00
3218,64.9,32,29,3.5,0,Variable,10,30.24,Clear,No,No,No,No,No,No,4/18/2016,8:51:00
3219,68,28,22,3.5,0,Variable,10,30.23,Clear,No,No,No,No,No,No,4/18/2016,9:51:00
3220,72,27,19,6.9,60,ENE,10,30.21,Clear,No,No,No,No,No,No,4/18/2016,10:51:00
3221,73.9,28,18,4.6,0,Variable,10,30.2,Clear,No,No,No,No,No,No,4/18/2016,11:51:00
3222,78.1,28.9,17,6.9,0,Variable,10,30.19,Clear,No,No,No,No,No,No,4/18/2016,12:51:00
3223,78.1,26.1,15,0,0,North,10,30.16,Clear,No,No,No,No,No,No,4/18/2016,13:51:00
3224,81,27,14,0,0,North,10,30.14,Clear,No,No,No,No,No,No,4/18/2016,14:51:00
3225,81,26.1,13,5.8,0,Variable,10,30.12,Clear,No,No,No,No,No,No,4/18/2016,15:51:00
3226,77,30,18,6.9,180,South,10,30.11,Clear,No,No,No,No,No,No,4/18/2016,16:51:00
3227,75,30.9,20,10.4,180,South,10,30.1,Clear,No,No,No,No,No,No,4/18/2016,17:51:00
